hire_ref;booked_on;depot;region;asset_ref;asset_name;hire_days;day_rate_gbp;account_ref;status;delivered
H105747;17/07/2024;Bristol Depot;South West;SC-22;Scissor Lift 22ft;1;72.55;ACC0011;completed;Y
H105748;27/06/2024;Leeds Depot;North;WP-02;Water Pump 2in;5;23.28;ACC0042;completed;Y
H105749;12/04/2023;Leeds Depot;North;CM-350;Concrete Mixer 350L;1;35.13;ACC0193;completed;Y
H105750;21/12/2023;Norwich Depot;East;WP-02;Water Pump 2in;7;24.05;ACC0224;completed;Y
H105751;05/02/2024;Norwich Depot;East;GEN-60;60kVA Generator;7;95.46;ACC0087;completed;Y
H105752;12/10/2024;Glasgow Depot;Scotland;GEN-60;60kVA Generator;2;93.43;ACC0150;completed;Y
H105753;10/08/2023;Norwich Depot;East;GEN-60;60kVA Generator;7;89.95;;completed;Y
H105754;27/06/2023;Leeds Depot;North;DM-09;Diesel Dumper 9T;2;153.64;ACC0161;completed;Y
H105755;26/06/2024;Bristol Depot;South West;PB-15;Powered Barrow;2;43.74;ACC0227;completed;Y
H105756;03/09/2024;Glasgow Depot;Scotland;WP-02;Water Pump 2in;1;21.82;;completed;Y
H105757;18/11/2023;Leeds Depot;North;WP-02;Water Pump 2in;5;21.61;ACC0050;completed;N
H105758;26/04/2023;Glasgow Depot;Scotland;SC-22;Scissor Lift 22ft;-1;81.54;ACC0202;cancelled;Y
H105759;31/05/2023;Bristol Depot;South West;HD-BRK;Hydraulic Breaker;7;60.71;ACC0164;completed;Y
H105760;01/09/2023;Glasgow Depot;Scotland;PB-15;Powered Barrow;7;43.59;ACC0058;completed;N
H105761;26/03/2024;Leeds Depot;North;DM-09;Diesel Dumper 9T;1;156.44;ACC0087;completed;Y
H105762;11/04/2023;Bristol Depot;South West;GEN-60;60kVA Generator;3;89.19;;completed;Y
H105763;15/08/2023;Cardiff Depot;Wales;SC-22;Scissor Lift 22ft;1;78.13;ACC0180;completed;N
H105764;08/06/2023;Norwich Depot;East;HD-BRK;Hydraulic Breaker;1;67.4;ACC0160;completed;Y
H105765;05/01/2024;Bristol Depot;South West;CM-350;Concrete Mixer 350L;-7;33.46;ACC0168;cancelled;N
H105766;28/05/2023;Norwich Depot;East;SF-TOW;Site Tower Light;2;49.22;;completed;Y
H105767;09/08/2024;Bristol Depot;South West;GEN-60;60kVA Generator;5;94.47;;completed;Y
H105768;07/01/2024;Bristol Depot;South West;CM-350;Concrete Mixer 350L;14;36.04;;completed;Y
H105769;01/05/2024;Norwich Depot;East;WP-02;Water Pump 2in;5;23.5;ACC0162;completed;Y
H105770;26/04/2024;Leeds Depot;North;CM-350;Concrete Mixer 350L;-3;31.75;;cancelled;Y
H105771;21/02/2024;Glasgow Depot;Scotland;SF-TOW;Site Tower Light;-7;50.74;ACC0048;cancelled;Y
H105772;21/09/2024;Glasgow Depot;Scotland;WP-02;Water Pump 2in;2;21.46;ACC0131;completed;Y
H105773;27/09/2023;Norwich Depot;East;SC-22;Scissor Lift 22ft;2;78.36;ACC0248;completed;N
H105774;14/07/2024;Norwich Depot;East;DM-09;Diesel Dumper 9T;5;142.97;ACC0083;completed;Y
H105775;09/08/2023;Glasgow Depot;Scotland;TL-01;Telehandler 4m;2;183.54;ACC0105;completed;Y
H105776;09/06/2023;Norwich Depot;East;CM-350;Concrete Mixer 350L;1;32.77;ACC0053;completed;Y
H105777;12/08/2023;Leeds Depot;North;WP-02;Water Pump 2in;1;20.99;;completed;Y
H105778;15/11/2023;Cardiff Depot;Wales;EX-140;13T Excavator;1;307.71;ACC0136;completed;Y
H105779;11/11/2023;Glasgow Depot;Scotland;DM-09;Diesel Dumper 9T;3;136.65;ACC0222;completed;Y
H105780;12/09/2024;Norwich Depot;East;EX-140;13T Excavator;1;296.3;ACC0030;completed;Y
H105781;14/08/2023;Cardiff Depot;Wales;CM-350;Concrete Mixer 350L;1;32.65;ACC0134;completed;Y
H105782;07/11/2023;Glasgow Depot;Scotland;WP-02;Water Pump 2in;-14;21.16;ACC0002;cancelled;Y
H105783;06/07/2023;Glasgow Depot;Scotland;GEN-60;60kVA Generator;2;92.78;ACC0209;completed;Y
H105784;30/07/2023;Cardiff Depot;Wales;SF-TOW;Site Tower Light;2;49.33;ACC0081;completed;Y
H105785;06/08/2024;Norwich Depot;East;SC-22;Scissor Lift 22ft;-2;84.01;ACC0055;cancelled;Y
H105786;14/09/2023;Cardiff Depot;Wales;TL-01;Telehandler 4m;5;179.22;ACC0048;completed;Y
H105787;26/08/2023;Leeds Depot;North;PB-15;Powered Barrow;7;41.99;ACC0035;completed;Y
H105788;02/10/2023;Bristol Depot;South West;EX-140;13T Excavator;1;315.38;ACC0012;completed;Y
H105789;07/05/2023;Norwich Depot;East;PB-15;Powered Barrow;1;41.55;;completed;Y
H105790;13/09/2024;Glasgow Depot;Scotland;SC-22;Scissor Lift 22ft;-2;73.44;ACC0011;cancelled;Y
H105791;22/10/2023;Leeds Depot;North;WP-02;Water Pump 2in;1;22.86;ACC0165;completed;Y
H105792;21/09/2024;Cardiff Depot;Wales;EX-140;13T Excavator;5;318.99;ACC0215;completed;Y
H105793;10/07/2023;Bristol Depot;South West;SC-22;Scissor Lift 22ft;2;80.65;ACC0199;completed;Y
H105794;25/09/2023;Cardiff Depot;Wales;WP-02;Water Pump 2in;1;22.8;ACC0027;completed;Y
H105795;29/01/2024;Cardiff Depot;Wales;TL-01;Telehandler 4m;1;199.66;ACC0080;completed;Y
H105796;03/06/2023;Leeds Depot;North;SF-TOW;Site Tower Light;5;55.54;ACC0008;completed;Y
H105797;05/12/2023;Bristol Depot;South West;GEN-60;60kVA Generator;1;93.44;ACC0102;completed;Y
H105798;10/07/2023;Bristol Depot;South West;HD-BRK;Hydraulic Breaker;2;59.41;ACC0031;completed;Y
H105799;02/01/2024;Leeds Depot;North;EX-140;13T Excavator;-3;305.76;ACC0124;cancelled;N
H105800;28/06/2024;Norwich Depot;East;CM-350;Concrete Mixer 350L;-3;35.9;ACC0030;cancelled;Y
H105801;01/12/2023;Leeds Depot;North;DM-09;Diesel Dumper 9T;5;149.15;ACC0087;open;Y
H105802;21/09/2024;Bristol Depot;South West;GEN-60;60kVA Generator;28;91.67;ACC0222;completed;Y
H105803;31/07/2023;Leeds Depot;North;EX-140;13T Excavator;14;304.24;ACC0203;completed;Y
H105804;25/04/2024;Bristol Depot;South West;CM-350;Concrete Mixer 350L;1;35.87;ACC0078;completed;Y
H105805;11/09/2023;Cardiff Depot;Wales;WP-02;Water Pump 2in;-2;21.82;ACC0075;cancelled;N
H105806;26/12/2024;Cardiff Depot;Wales;SC-22;Scissor Lift 22ft;7;76.77;;completed;Y
H105807;30/03/2024;Leeds Depot;North;WP-02;Water Pump 2in;2;22.77;ACC0259;completed;Y
H105808;17/09/2024;Bristol Depot;South West;WP-02;Water Pump 2in;1;24.2;ACC0055;completed;Y
H105809;05/08/2024;Cardiff Depot;Wales;SF-TOW;Site Tower Light;2;54.9;ACC0138;completed;Y
H105810;13/06/2023;Bristol Depot;South West;TL-01;Telehandler 4m;3;184.96;ACC0122;completed;Y
H105811;07/01/2024;Glasgow Depot;Scotland;CM-350;Concrete Mixer 350L;28;33.17;ACC0106;completed;Y
H105812;18/04/2024;Glasgow Depot;Scotland;EX-140;13T Excavator;2;329.23;ACC0104;completed;Y
H105813;29/10/2024;Bristol Depot;South West;HD-BRK;Hydraulic Breaker;5;67.68;ACC0133;completed;Y
H105814;01/09/2024;Bristol Depot;South West;SC-22;Scissor Lift 22ft;1;83.97;ACC0166;completed;Y
H105815;21/09/2024;Leeds Depot;North;SF-TOW;Site Tower Light;3;53.29;ACC0158;completed;N
H105816;14/04/2024;Cardiff Depot;Wales;EX-140;13T Excavator;5;329.1;ACC0147;completed;Y
H105817;01/10/2024;Norwich Depot;East;EX-140;13T Excavator;2;313.3;ACC0018;completed;Y
H105818;31/12/2023;Glasgow Depot;Scotland;HD-BRK;Hydraulic Breaker;-3;63.63;ACC0259;cancelled;Y
H105819;20/11/2024;Bristol Depot;South West;DM-09;Diesel Dumper 9T;7;143.44;ACC0181;completed;Y
H105820;04/07/2024;Leeds Depot;North;CM-350;Concrete Mixer 350L;2;34.79;ACC0087;completed;Y
H105821;14/04/2023;Leeds Depot;North;EX-140;13T Excavator;2;333.28;ACC0215;open;Y
H105822;14/08/2024;Leeds Depot;North;GEN-60;60kVA Generator;5;99.75;ACC0174;completed;Y
H105823;04/07/2024;Cardiff Depot;Wales;DM-09;Diesel Dumper 9T;-5;151.3;ACC0258;cancelled;Y
H105824;16/11/2024;Cardiff Depot;Wales;DM-09;Diesel Dumper 9T;1;136.94;ACC0065;completed;N
H105825;04/04/2023;Norwich Depot;East;SC-22;Scissor Lift 22ft;2;81.55;ACC0072;completed;Y
H105826;28/04/2024;Bristol Depot;South West;WP-02;Water Pump 2in;2;21.95;ACC0031;open;Y
H105827;23/09/2024;Cardiff Depot;Wales;SF-TOW;Site Tower Light;2;50.99;ACC0074;completed;Y
H105828;13/07/2024;Leeds Depot;North;EX-140;13T Excavator;1;300.32;ACC0228;completed;Y
H105829;06/01/2024;Norwich Depot;East;TL-01;Telehandler 4m;1;187.43;ACC0142;completed;Y
H105830;17/04/2024;Norwich Depot;East;HD-BRK;Hydraulic Breaker;7;67.61;ACC0026;completed;N
H105831;28/12/2023;Glasgow Depot;Scotland;SC-22;Scissor Lift 22ft;2;73.63;ACC0188;completed;Y
H105832;19/12/2023;Bristol Depot;South West;TL-01;Telehandler 4m;1;176.7;ACC0033;completed;Y
H105833;23/09/2023;Glasgow Depot;Scotland;EX-140;13T Excavator;5;315.21;ACC0191;open;Y
H105834;17/01/2024;Norwich Depot;East;CM-350;Concrete Mixer 350L;1;31.81;ACC0230;completed;Y
H105835;28/03/2024;Norwich Depot;East;EX-140;13T Excavator;2;324.32;ACC0246;completed;Y
H105836;24/11/2024;Cardiff Depot;Wales;SF-TOW;Site Tower Light;3;48.02;ACC0028;completed;Y
H105837;23/12/2024;Norwich Depot;East;PB-15;Powered Barrow;14;42.9;ACC0171;completed;Y
H105838;18/11/2023;Leeds Depot;North;PB-15;Powered Barrow;2;41.03;ACC0208;completed;N
H105839;27/11/2024;Leeds Depot;North;HD-BRK;Hydraulic Breaker;2;66.16;ACC0130;completed;Y
H105840;20/07/2023;Cardiff Depot;Wales;TL-01;Telehandler 4m;7;195.98;ACC0009;completed;Y
H105841;11/09/2023;Glasgow Depot;Scotland;WP-02;Water Pump 2in;14;23.63;ACC0010;completed;Y
H105842;26/04/2024;Bristol Depot;South West;SC-22;Scissor Lift 22ft;2;80.53;ACC0080;completed;N
H105843;24/09/2024;Bristol Depot;South West;CM-350;Concrete Mixer 350L;1;33.56;ACC0005;completed;Y
H105844;30/05/2024;Norwich Depot;East;CM-350;Concrete Mixer 350L;-5;31.58;ACC0115;cancelled;Y
H105845;30/08/2024;Bristol Depot;South West;TL-01;Telehandler 4m;1;192.83;ACC0004;completed;Y
H105846;23/01/2024;Glasgow Depot;Scotland;DM-09;Diesel Dumper 9T;2;145.05;ACC0060;completed;Y
H105847;06/05/2024;Cardiff Depot;Wales;HD-BRK;Hydraulic Breaker;5;66.98;ACC0222;completed;N
H105848;15/08/2023;Leeds Depot;North;DM-09;Diesel Dumper 9T;-1;146.17;ACC0205;cancelled;Y
H105849;03/12/2024;Glasgow Depot;Scotland;DM-09;Diesel Dumper 9T;1;150.4;;completed;Y
H105850;11/01/2024;Bristol Depot;South West;SF-TOW;Site Tower Light;5;50.24;ACC0106;completed;Y
H105851;18/06/2024;Cardiff Depot;Wales;TL-01;Telehandler 4m;3;182.36;ACC0086;completed;Y
H105852;28/03/2024;Bristol Depot;South West;PB-15;Powered Barrow;-2;38.07;;cancelled;Y
H105853;05/04/2023;Leeds Depot;North;DM-09;Diesel Dumper 9T;2;140.93;ACC0017;completed;N
H105854;07/10/2024;Bristol Depot;South West;CM-350;Concrete Mixer 350L;2;35.24;ACC0168;completed;Y
H105855;11/04/2024;Leeds Depot;North;SC-22;Scissor Lift 22ft;1;75.08;ACC0074;completed;Y
H105856;24/06/2024;Norwich Depot;East;DM-09;Diesel Dumper 9T;5;147.88;ACC0060;completed;Y
H105857;06/08/2024;Leeds Depot;North;WP-02;Water Pump 2in;1;21.4;ACC0067;completed;N
H105858;07/12/2024;Glasgow Depot;Scotland;SF-TOW;Site Tower Light;1;55.29;;completed;Y
H105859;30/10/2023;Glasgow Depot;Scotland;DM-09;Diesel Dumper 9T;3;143.35;ACC0143;completed;Y
H105860;07/04/2024;Glasgow Depot;Scotland;WP-02;Water Pump 2in;14;21.87;ACC0227;completed;Y
H105861;03/02/2024;Leeds Depot;North;SF-TOW;Site Tower Light;14;54.97;ACC0248;completed;N
H105862;25/06/2024;Cardiff Depot;Wales;PB-15;Powered Barrow;1;43.53;ACC0088;open;Y
H105863;29/05/2023;Bristol Depot;South West;DM-09;Diesel Dumper 9T;1;151.2;ACC0056;completed;N
H105864;24/05/2024;Leeds Depot;North;HD-BRK;Hydraulic Breaker;2;65.73;;completed;N
H105865;09/06/2024;Norwich Depot;East;WP-02;Water Pump 2in;2;24.08;ACC0133;completed;Y
H105866;04/10/2023;Glasgow Depot;Scotland;SF-TOW;Site Tower Light;5;50.75;ACC0022;completed;N
H105867;22/02/2024;Glasgow Depot;Scotland;TL-01;Telehandler 4m;5;189.51;ACC0063;completed;N
H105868;16/10/2024;Leeds Depot;North;EX-140;13T Excavator;3;301.34;ACC0110;completed;Y
H105869;31/08/2024;Cardiff Depot;Wales;WP-02;Water Pump 2in;2;21.97;ACC0154;completed;Y
H105870;29/05/2023;Cardiff Depot;Wales;CM-350;Concrete Mixer 350L;1;32.99;ACC0154;completed;N
H105871;12/06/2023;Leeds Depot;North;SF-TOW;Site Tower Light;2;55.53;ACC0123;completed;Y
H105872;10/09/2023;Glasgow Depot;Scotland;SF-TOW;Site Tower Light;-14;50.31;ACC0140;cancelled;Y
H105873;12/04/2023;Bristol Depot;South West;HD-BRK;Hydraulic Breaker;2;68.63;ACC0059;completed;Y
H105874;14/12/2023;Norwich Depot;East;DM-09;Diesel Dumper 9T;1;136.65;ACC0168;completed;Y
H105875;06/06/2023;Cardiff Depot;Wales;SF-TOW;Site Tower Light;3;54.01;ACC0206;completed;Y
H105876;29/01/2024;Cardiff Depot;Wales;PB-15;Powered Barrow;1;42.3;ACC0026;completed;N
H105877;05/01/2024;Glasgow Depot;Scotland;CM-350;Concrete Mixer 350L;5;32.14;ACC0080;completed;N
H105878;14/07/2023;Glasgow Depot;Scotland;WP-02;Water Pump 2in;7;22.12;ACC0020;completed;Y
H105879;19/01/2024;Bristol Depot;South West;SF-TOW;Site Tower Light;7;48.2;ACC0221;completed;N
H105880;11/12/2023;Norwich Depot;East;CM-350;Concrete Mixer 350L;28;32.52;ACC0256;completed;Y
H105881;04/08/2023;Norwich Depot;East;CM-350;Concrete Mixer 350L;2;33.96;ACC0203;completed;Y
H105882;10/08/2024;Norwich Depot;East;SC-22;Scissor Lift 22ft;2;82.22;ACC0135;open;Y
H105883;22/12/2024;Norwich Depot;East;CM-350;Concrete Mixer 350L;7;35.47;ACC0030;open;N
H105884;18/06/2024;Glasgow Depot;Scotland;EX-140;13T Excavator;2;334.22;ACC0170;completed;Y
H105885;06/06/2023;Glasgow Depot;Scotland;GEN-60;60kVA Generator;2;96.07;ACC0082;open;Y
H105886;18/10/2024;Leeds Depot;North;SF-TOW;Site Tower Light;5;54.84;;completed;Y
H105887;16/05/2023;Leeds Depot;North;CM-350;Concrete Mixer 350L;2;36.66;ACC0017;completed;Y
H105888;27/03/2024;Leeds Depot;North;CM-350;Concrete Mixer 350L;7;35.21;ACC0191;completed;Y
H105889;11/05/2023;Bristol Depot;South West;SC-22;Scissor Lift 22ft;14;81.75;ACC0226;completed;Y
H105890;13/04/2024;Bristol Depot;South West;DM-09;Diesel Dumper 9T;2;135.11;;completed;Y
H105891;02/12/2023;Norwich Depot;East;WP-02;Water Pump 2in;1;21.32;ACC0227;completed;Y
H105892;26/11/2023;Bristol Depot;South West;CM-350;Concrete Mixer 350L;14;35.39;ACC0202;completed;Y
H105893;05/02/2024;Leeds Depot;North;HD-BRK;Hydraulic Breaker;3;65.88;ACC0206;completed;Y
H105894;23/09/2023;Glasgow Depot;Scotland;TL-01;Telehandler 4m;1;185.01;ACC0115;completed;Y
H105895;10/05/2023;Cardiff Depot;Wales;DM-09;Diesel Dumper 9T;14;149.47;ACC0249;completed;Y
H105896;12/04/2023;Leeds Depot;North;SF-TOW;Site Tower Light;2;50.63;;completed;Y
H105897;24/12/2023;Norwich Depot;East;HD-BRK;Hydraulic Breaker;3;68.48;ACC0245;completed;N
H105898;21/04/2023;Glasgow Depot;Scotland;WP-02;Water Pump 2in;-2;23.89;ACC0199;cancelled;Y
H105899;26/01/2024;Cardiff Depot;Wales;SC-22;Scissor Lift 22ft;5;72.95;ACC0255;completed;Y
H105900;05/03/2024;Norwich Depot;East;SC-22;Scissor Lift 22ft;5;73.04;ACC0250;completed;Y
H105901;23/09/2024;Bristol Depot;South West;GEN-60;60kVA Generator;3;98.7;ACC0238;completed;Y
H105902;23/05/2023;Norwich Depot;East;TL-01;Telehandler 4m;2;183.82;;completed;Y
H105903;20/01/2024;Norwich Depot;East;DM-09;Diesel Dumper 9T;1;153.99;ACC0036;completed;Y
H105904;08/09/2023;Cardiff Depot;Wales;WP-02;Water Pump 2in;28;23.26;ACC0223;completed;Y
H105905;05/07/2023;Bristol Depot;South West;TL-01;Telehandler 4m;1;179.01;ACC0063;completed;Y
H105906;05/11/2024;Leeds Depot;North;HD-BRK;Hydraulic Breaker;2;62.11;ACC0057;completed;Y
H105907;25/10/2024;Bristol Depot;South West;HD-BRK;Hydraulic Breaker;2;66.95;;completed;Y
H105908;30/05/2023;Bristol Depot;South West;EX-140;13T Excavator;1;326.79;;open;Y
H105909;12/04/2023;Leeds Depot;North;SC-22;Scissor Lift 22ft;3;74.77;;completed;Y
H105910;05/01/2024;Glasgow Depot;Scotland;SF-TOW;Site Tower Light;1;54.53;ACC0211;completed;Y
H105911;12/06/2023;Norwich Depot;East;WP-02;Water Pump 2in;3;22.46;ACC0185;completed;Y
H105912;28/07/2023;Bristol Depot;South West;CM-350;Concrete Mixer 350L;1;34.4;ACC0090;completed;Y
H105913;13/03/2024;Leeds Depot;North;WP-02;Water Pump 2in;1;23.99;ACC0197;completed;Y
H105914;25/09/2024;Glasgow Depot;Scotland;WP-02;Water Pump 2in;-1;21.82;;cancelled;Y
H105915;12/09/2024;Glasgow Depot;Scotland;SC-22;Scissor Lift 22ft;5;81.0;ACC0002;completed;Y
H105916;28/12/2023;Glasgow Depot;Scotland;GEN-60;60kVA Generator;-3;94.91;ACC0184;cancelled;Y
H105917;13/07/2023;Leeds Depot;North;WP-02;Water Pump 2in;3;20.79;ACC0103;completed;Y
H105918;19/10/2023;Norwich Depot;East;TL-01;Telehandler 4m;5;194.5;ACC0066;completed;Y
H105919;11/09/2023;Bristol Depot;South West;CM-350;Concrete Mixer 350L;3;34.42;ACC0188;completed;Y
H105920;14/08/2023;Norwich Depot;East;CM-350;Concrete Mixer 350L;1;31.32;;completed;Y
H105921;07/03/2024;Bristol Depot;South West;SC-22;Scissor Lift 22ft;1;81.82;;completed;Y
H105922;27/08/2024;Cardiff Depot;Wales;PB-15;Powered Barrow;14;42.25;ACC0155;open;N
H105923;27/10/2023;Norwich Depot;East;SF-TOW;Site Tower Light;5;52.08;ACC0056;completed;Y
H105924;21/07/2024;Cardiff Depot;Wales;SC-22;Scissor Lift 22ft;5;83.97;;completed;N
H105925;13/12/2023;Leeds Depot;North;EX-140;13T Excavator;1;333.33;ACC0041;completed;Y
H105926;19/05/2023;Bristol Depot;South West;CM-350;Concrete Mixer 350L;28;34.73;ACC0131;completed;Y
H105927;29/12/2024;Bristol Depot;South West;SC-22;Scissor Lift 22ft;14;79.35;ACC0112;completed;Y
H105928;29/08/2024;Bristol Depot;South West;EX-140;13T Excavator;2;292.45;ACC0176;completed;Y
H105929;19/10/2023;Cardiff Depot;Wales;HD-BRK;Hydraulic Breaker;14;63.21;;completed;Y
H105930;23/12/2023;Bristol Depot;South West;TL-01;Telehandler 4m;1;186.08;ACC0104;completed;Y
H105931;30/03/2024;Cardiff Depot;Wales;WP-02;Water Pump 2in;5;20.71;;completed;N
H105932;23/03/2024;Glasgow Depot;Scotland;PB-15;Powered Barrow;1;43.45;ACC0163;completed;Y
H105933;16/06/2023;Cardiff Depot;Wales;GEN-60;60kVA Generator;5;99.14;;completed;N
H105934;21/08/2024;Norwich Depot;East;PB-15;Powered Barrow;1;40.95;ACC0214;completed;Y
H105935;21/01/2024;Glasgow Depot;Scotland;SC-22;Scissor Lift 22ft;1;73.24;ACC0211;completed;Y
H105936;19/05/2024;Glasgow Depot;Scotland;DM-09;Diesel Dumper 9T;1;141.98;;completed;Y
H105937;08/06/2024;Bristol Depot;South West;SC-22;Scissor Lift 22ft;2;78.32;ACC0081;completed;Y
H105938;22/07/2024;Cardiff Depot;Wales;SC-22;Scissor Lift 22ft;1;76.13;ACC0259;completed;Y
H105939;15/07/2024;Norwich Depot;East;HD-BRK;Hydraulic Breaker;1;66.53;ACC0087;completed;Y
H105940;10/05/2023;Glasgow Depot;Scotland;SC-22;Scissor Lift 22ft;1;78.75;ACC0045;completed;Y
H105941;13/09/2023;Bristol Depot;South West;HD-BRK;Hydraulic Breaker;1;61.36;ACC0228;completed;N
H105942;16/05/2024;Norwich Depot;East;GEN-60;60kVA Generator;1;94.07;ACC0244;completed;Y
H105943;01/09/2024;Norwich Depot;East;SC-22;Scissor Lift 22ft;1;76.65;ACC0189;open;Y
H105944;09/06/2024;Bristol Depot;South West;HD-BRK;Hydraulic Breaker;-1;68.85;ACC0128;cancelled;Y
H105945;19/10/2023;Norwich Depot;East;PB-15;Powered Barrow;1;42.92;ACC0004;completed;Y
H105946;14/11/2023;Norwich Depot;East;DM-09;Diesel Dumper 9T;2;153.74;ACC0032;completed;Y
H105947;02/11/2024;Norwich Depot;East;GEN-60;60kVA Generator;7;91.36;ACC0173;open;Y
H105948;10/08/2024;Leeds Depot;North;SC-22;Scissor Lift 22ft;1;81.75;ACC0029;open;Y
H105949;28/11/2023;Glasgow Depot;Scotland;CM-350;Concrete Mixer 350L;1;32.8;ACC0259;completed;Y
H105950;10/11/2024;Norwich Depot;East;CM-350;Concrete Mixer 350L;1;32.05;;completed;N
H105951;05/08/2023;Bristol Depot;South West;SC-22;Scissor Lift 22ft;3;79.3;ACC0223;completed;Y
H105952;26/09/2024;Bristol Depot;South West;CM-350;Concrete Mixer 350L;5;34.62;ACC0241;completed;Y
H105953;22/07/2024;Norwich Depot;East;WP-02;Water Pump 2in;5;21.61;ACC0046;completed;N
H105954;05/12/2023;Bristol Depot;South West;HD-BRK;Hydraulic Breaker;3;64.1;ACC0250;completed;Y
H105955;27/12/2023;Glasgow Depot;Scotland;CM-350;Concrete Mixer 350L;14;31.57;ACC0207;completed;Y
H105956;04/10/2023;Glasgow Depot;Scotland;WP-02;Water Pump 2in;-1;23.99;ACC0178;cancelled;N
H105957;07/03/2024;Cardiff Depot;Wales;TL-01;Telehandler 4m;28;190.83;;completed;Y
H105958;24/10/2023;Leeds Depot;North;SF-TOW;Site Tower Light;2;53.59;ACC0072;completed;N
H105959;23/04/2024;Glasgow Depot;Scotland;DM-09;Diesel Dumper 9T;14;154.27;;completed;N
H105960;20/08/2024;Leeds Depot;North;CM-350;Concrete Mixer 350L;5;31.58;ACC0132;completed;Y
H105961;11/01/2024;Cardiff Depot;Wales;GEN-60;60kVA Generator;-7;96.93;ACC0091;cancelled;Y
H105962;06/12/2024;Norwich Depot;East;SF-TOW;Site Tower Light;7;54.46;;completed;Y
H105963;09/06/2023;Bristol Depot;South West;DM-09;Diesel Dumper 9T;1;145.77;ACC0087;completed;Y
H105964;12/09/2023;Norwich Depot;East;PB-15;Powered Barrow;2;40.52;ACC0212;completed;Y
H105965;28/02/2024;Leeds Depot;North;WP-02;Water Pump 2in;2;23.6;ACC0159;completed;Y
H105966;12/04/2023;Glasgow Depot;Scotland;PB-15;Powered Barrow;28;40.0;ACC0035;completed;Y
H105967;05/05/2024;Bristol Depot;South West;SF-TOW;Site Tower Light;14;53.53;ACC0214;completed;Y
H105968;17/05/2023;Norwich Depot;East;TL-01;Telehandler 4m;2;191.48;ACC0090;completed;N
H105969;25/10/2023;Cardiff Depot;Wales;DM-09;Diesel Dumper 9T;-7;151.87;ACC0182;cancelled;Y
H105970;08/06/2023;Leeds Depot;North;PB-15;Powered Barrow;1;38.51;ACC0152;completed;N
H105971;12/08/2024;Norwich Depot;East;PB-15;Powered Barrow;7;39.31;ACC0226;completed;N
H105972;25/09/2024;Glasgow Depot;Scotland;WP-02;Water Pump 2in;2;20.96;ACC0051;completed;N
H105973;29/12/2024;Norwich Depot;East;TL-01;Telehandler 4m;7;173.6;ACC0182;completed;Y
H105974;13/05/2024;Glasgow Depot;Scotland;SC-22;Scissor Lift 22ft;14;81.83;ACC0081;completed;Y
H105975;02/01/2024;Bristol Depot;South West;TL-01;Telehandler 4m;5;201.98;;completed;Y
H105976;10/01/2024;Cardiff Depot;Wales;DM-09;Diesel Dumper 9T;1;152.19;ACC0001;open;Y
H105977;26/08/2023;Norwich Depot;East;SC-22;Scissor Lift 22ft;2;79.82;ACC0139;completed;Y
H105978;03/03/2024;Norwich Depot;East;SF-TOW;Site Tower Light;5;53.0;ACC0146;completed;Y
H105979;12/10/2024;Bristol Depot;South West;CM-350;Concrete Mixer 350L;14;35.65;ACC0123;completed;Y
H105980;11/08/2023;Glasgow Depot;Scotland;WP-02;Water Pump 2in;2;22.0;ACC0109;completed;Y
H105981;15/08/2024;Norwich Depot;East;SF-TOW;Site Tower Light;-1;51.09;ACC0234;cancelled;Y
H105982;26/08/2024;Leeds Depot;North;SF-TOW;Site Tower Light;2;48.72;ACC0188;completed;Y
H105983;21/06/2023;Bristol Depot;South West;SF-TOW;Site Tower Light;3;53.8;ACC0158;open;Y
H105984;25/05/2024;Cardiff Depot;Wales;DM-09;Diesel Dumper 9T;3;147.91;ACC0204;completed;Y
H105985;12/08/2023;Leeds Depot;North;SC-22;Scissor Lift 22ft;3;74.09;ACC0089;completed;N
H105986;11/05/2023;Cardiff Depot;Wales;WP-02;Water Pump 2in;3;23.38;ACC0146;completed;N
H105987;15/10/2024;Glasgow Depot;Scotland;PB-15;Powered Barrow;5;38.55;ACC0152;completed;Y
